Code,Description,Genus Code
BN-06INANN-DUS-MSP,"BN 6"" Dusty Miller Mid SP",DUSTY MILLER
BN-06INANN-DUS-SSP,"BN 6"" Dusty Miller Short SP",DUSTY MILLER
BN-06INANN-IMP-LSP,"BN 6"" Impatiens Long SP",IMPATIENS
BN-06INANN-IMP-MSP,"BN 6"" Impatiens Mid SP",IMPATIENS
BN-06INANN-IMP-SSP,"BN 6"" Impatiens Short SP",IMPATIENS
BN-06INANN-MAR-LSP,"BN 6"" Marigold Long SP",MARIGOLD
BN-06INANN-MAR-MSP,"BN 6"" Marigold Mid SP",MARIGOLD
BN-06INANN-MAR-SSP,"BN 6"" Marigold Short SP",MARIGOLD
BN-06INANN-PAN-KY1SP,"BN 6"" Pansy KY01 SP",PANSY
BN-06INANN-PAN-LSP,"BN 6"" Pansy Long SP",PANSY
BN-06INANN-PAN-MSP,"BN 6"" Pansy Mid SP",PANSY
BN-06INANN-PAN-SSP,"BN 6"" Pansy Short SP",PANSY
BN-06INANN-PAN-VA7SP,"BN 6"" Pansy VA07 SP",PANSY
BN-06INANN-PET-LSP,"BN 6"" Petunia Long SP",PETUNIA
BN-06INANN-PET-MSP,"BN 6"" Petunia Mid SP",PETUNIA
BN-06INANN-PET-SSP,"BN 6"" Petunia Short SP",PETUNIA
BN-06INANN-POR-LSP,"BN 6"" Portulaca Long SP",PORTULACA
BN-06INANN-POR-MSP,"BN 6"" Portulaca Mid SP",PORTULACA
BN-06INANN-POR-SSP,"BN 6"" Portulaca Short SP",PORTULACA
BN-06INANN-SAL-LSP,"BN 6"" Salvia Long SP",SALVIA
BN-06INANN-SNA-LSP,"BN 6"" Snapdragon Long SP",SNAPDRAGON
BN-06INANN-SNA-MSP,"BN 6"" Snapdragon Mid SP",SNAPDRAGON
BN-06INANN-SNA-SSP,"BN 6"" Snapdragon Short SP",SNAPDRAGON
BN-06INANN-VIN-LSP,"BN 6"" Vinca Long SP",VINCA
BN-06INANN-VIN-MSP,"BN 6"" Vinca Mid SP",VINCA
BN-06INANN-VIN-SSP,"BN 6"" Vinca Short SP",VINCA
BN-06INANN-ZIN-LSP,"BN 6"" Zinnia Long SP",ZINNIA
BN-06INANN-ZIN-MSP,"BN 6"" Zinnia Mid SP",ZINNIA
BN-06INANN-ZIN-SSP,"BN 6"" Zinnia Short SP",ZINNIA
BN-06INBIG-BEG-LPT,"BN 6"" Big Begonia Long PT",BEGONIA
BN-06INBIG-BEG-LSP,"BN 6"" Big Begonia Long SP",BEGONIA
BN-06INBIG-BEG-MPT,"BN 6"" Big Begonia Mid PT",BEGONIA
BN-06INBIG-BEG-MSP,"BN 6"" Big Begonia Mid SP",BEGONIA
BN-06INBIG-BEG-SPT,"BN 6"" Big Begonia Short PT",BEGONIA
BN-06INBIG-BEG-SSP,"BN 6"" Big Begonia Short SP",BEGONIA
BN-06INDND-PET-LPT,"BN 6"" DND Petunia Wave Long PT",PETUNIA
BN-06INDND-PET-LSP,"BN 6"" DND Petunia Wave Long SP",PETUNIA
BN-06INDND-PET-MPT,"BN 6"" DND Petunia Wave Mid PT",PETUNIA
BN-06INDND-PET-MSP,"BN 6"" DND Petunia Wave Mid SP",PETUNIA
BN-06INDND-PET-SPT,"BN 6"" DND Petunia Wave Short PT",PETUNIA
BN-06INDND-PET-SSP,"BN 6"" DND Petunia Wave Short SP",PETUNIA
BN-06INFLO-CYC-LSP,"BN 6"" Cyclamen Long SP",CYCLAMEN
BN-06INFOL,"BN 06"" Foliage Premium",
BN-06INFOL-CRO-LSP,"BN 6"" Croton Long SP",CROTON
BN-06INFOL-FER-LPT,"BN 6"" Foliage Fern",
BN-06INFOL-KAN-LSP,"BN 6"" Kalanchoe Long SP",KALANCHOE
BN-06INMUM-BCDS-SP,"BN 6"" Mum Black Cloth Direct Stick SP",CHRYSANTHEMUM
BN-06INMUM-NSDS-SP,"BN 6"" Mum Nat Season Direct Stick SP",CHRYSANTHEMUM
BN-06INNAT-ANG-LPT,"BN 6"" Nature's Nutrients Angelonia Long PT",ANGELONIA
BN-06INNAT-ANG-LSP,"BN 6"" Nature's Nutrients Angelonia Long SP",ANGELONIA
BN-06INNAT-ANG-MPT,"BN 6"" Nature's Nutrients Angelonia Mid PT",ANGELONIA
BN-06INNAT-ANG-MSP,"BN 6"" Nature's Nutrients Angelonia Mid SP",ANGELONIA
BN-06INNAT-ANG-SPT,"BN 6"" Nature's Nutrients Angelonia Short PT",ANGELONIA
BN-06INNAT-ANG-SSP,"BN 6"" Nature's Nutrients Angelonia Short SP",ANGELONIA
BN-06INNAT-CAL-LPT,"BN 6"" Nature's Nutrients Caladium Long PT",CALADIUM
BN-06INNAT-CAL-LSP,"BN 6"" Nature's Nutrients Caladium Long SP",CALADIUM
BN-06INNAT-CAL-MPT,"BN 6"" Nature's Nutrients Caladium Mid PT",CALADIUM
BN-06INNAT-CAL-MSP,"BN 6"" Nature's Nutrients Caladium Mid SP",CALADIUM
BN-06INNAT-CAL-SPT,"BN 6"" Nature's Nutrients Caladium Short PT",CALADIUM
BN-06INNAT-CAL-SSP,"BN 6"" Nature's Nutrients Caladium Short SP",CALADIUM
BN-06INNAT-COL-LPT,"BN 6"" Nature's Nutrients Coleus Long PT",COLEUS
BN-06INNAT-COL-LSP,"BN 6"" Nature's Nutrients Coleus Long SP",COLEUS
BN-06INNAT-COL-MPT,"BN 6"" Nature's Nutrients Coleus Mid PT",COLEUS
BN-06INNAT-COL-MSP,"BN 6"" Nature's Nutrients Coleus Mid SP",COLEUS
BN-06INNAT-COL-SPT,"BN 6"" Nature's Nutrients Coleus Short PT",COLEUS
BN-06INNAT-COL-SSP,"BN 6"" Nature's Nutrients Coleus Short SP",COLEUS
BN-06INNAT-CUP-LPT,"BN 6"" Nature's Nutrients Cuphea Long PT",CUPHEA
BN-06INNAT-CUP-LSP,"BN 6"" Nature's Nutrients Cuphea Long SP",CUPHEA
BN-06INNAT-CUP-MPT,"BN 6"" Nature's Nutrients Cuphea Mid PT",CUPHEA
BN-06INNAT-CUP-MSP,"BN 6"" Nature's Nutrients Cuphea Mid SP",CUPHEA
BN-06INNAT-CUP-SPT,"BN 6"" Nature's Nutrients Cuphea Short PT",CUPHEA
BN-06INNAT-CUP-SSP,"BN 6"" Nature's Nutrients Cuphea Short SP",CUPHEA
BN-06INNAT-IMP-LPT,"BN 6"" Nature's Nutrients Impatiens Long PT",IMPATIENS
BN-06INNAT-IMP-LSP,"BN 6"" Nature's Nutrients Impatiens Long SP",IMPATIENS
BN-06INNAT-IMP-MPT,"BN 6"" Nature's Nutrients Impatiens Mid PT",IMPATIENS
BN-06INNAT-IMP-MSP,"BN 6"" Nature's Nutrients Impatiens Mid SP",IMPATIENS
BN-06INNAT-IMP-SPT,"BN 6"" Nature's Nutrients Impatiens Short PT",IMPATIENS
BN-06INNAT-IMP-SSP,"BN 6"" Nature's Nutrients Impatiens Short SP",IMPATIENS
BN-06INNAT-LAN-LPT,"BN 6"" Nature's Nutrients Lantana Long PT",LANTANA
BN-06INNAT-LAN-LSP,"BN 6"" Nature's Nutrients Lantana Long SP",LANTANA
BN-06INNAT-LAN-MPT,"BN 6"" Nature's Nutrients Lantana Mid PT",LANTANA
BN-06INNAT-LAN-MSP,"BN 6"" Nature's Nutrients Lantana Mid SP",LANTANA
BN-06INNAT-LAN-SPT,"BN 6"" Nature's Nutrients Lantana Short PT",LANTANA
BN-06INNAT-LAN-SSP,"BN 6"" Nature's Nutrients Lantana Short SP",LANTANA
BN-06INNAT-MAR-LPT,"BN 6"" Nature's Nutrients Marigold Long PT",MARIGOLD
BN-06INNAT-MAR-LSP,"BN 6"" Nature's Nutrients Marigold Long SP",MARIGOLD
BN-06INNAT-MAR-MPT,"BN 6"" Nature's Nutrients Marigold Mid PT",MARIGOLD
BN-06INNAT-MAR-MSP,"BN 6"" Nature's Nutrients Marigold Mid SP",MARIGOLD
BN-06INNAT-MAR-SPT,"BN 6"" Nature's Nutrients Marigold Short PT",MARIGOLD
BN-06INNAT-MAR-SSP,"BN 6"" Nature's Nutrients Marigold Short SP",MARIGOLD
BN-06INNAT-PEN-LPT,"BN 6"" Nature's Nutrients Pentas Long PT",PENTAS
BN-06INNAT-PEN-LSP,"BN 6"" Nature's Nutrients Pentas Long SP",PENTAS
BN-06INNAT-PEN-MPT,"BN 6"" Nature's Nutrients Pentas Mid PT",PENTAS
BN-06INNAT-PEN-MSP,"BN 6"" Nature's Nutrients Pentas Mid SP",PENTAS
BN-06INNAT-PEN-SPT,"BN 6"" Nature's Nutrients Pentas Short PT",PENTAS
BN-06INNAT-PEN-SSP,"BN 6"" Nature's Nutrients Pentas Short SP",PENTAS
BN-06INNAT-POR-LPT,"BN 6"" Nature's Nutrients Portulaca Long PT",PORTULACA
BN-06INNAT-POR-LSP,"BN 6"" Nature's Nutrients Portulaca Long SP",PORTULACA
BN-06INNAT-POR-MPT,"BN 6"" Nature's Nutrients Portulaca Mid PT",PORTULACA
BN-06INNAT-POR-MSP,"BN 6"" Nature's Nutrients Portulaca Mid SP",PORTULACA
BN-06INNAT-POR-SPT,"BN 6"" Nature's Nutrients Portulaca Short PT",PORTULACA
BN-06INNAT-POR-SSP,"BN 6"" Nature's Nutrients Portulaca Short SP",PORTULACA
BN-06INNAT-SAL-LPT,"BN 6"" Nature's Nutrients Salvia Long PT",SALVIA
BN-06INNAT-SAL-LSP,"BN 6"" Nature's Nutrients Salvia Long SP",SALVIA
BN-06INNAT-SAL-MPT,"BN 6"" Nature's Nutrients Salvia Mid PT",SALVIA
BN-06INNAT-SAL-MSP,"BN 6"" Nature's Nutrients Salvia Mid SP",SALVIA
BN-06INNAT-SAL-SPT,"BN 6"" Nature's Nutrients Salvia Short PT",SALVIA
BN-06INNAT-SAL-SSP,"BN 6"" Nature's Nutrients Salvia Short SP",SALVIA
BN-06INPLT-BAS-LSP,"BN 6"" Planter w/saucer - Basil - Long SP",
BN-06INPLT-LEM-LSP,"BN 6"" Planter w/Saucer Lemon Balm Long SP",
BN-06INPLT-NEP-LSP,"BN 6"" Planter w/saucer Nepeta Long SP",
BN-06INPLT-STR-LSP,"BN 6"" Planter w/Saucer Strawberry Long SP",
BN-06INPOI-BF-LSP,"BN 6"" Poinsettie Black Friday Long SP",POINSETTIA
BN-06INPOI-BF-MSP,"BN 6"" Poinsettie Black Friday Mid SP",POINSETTIA
BN-06INPOI-BFUPG-LSP,"BN 6"" Poinsettia BF Upgrade Long SP",POINSETTIA
BN-06INPOI-BFUPG-MSP,"BN 6"" Poinsettia BF Upgrade Mid SP",POINSETTIA
BN-06INPOI-DRP-LSP,"BN 6"" Poinsettia Drop In Long SP",POINSETTIA
BN-06INPOI-DRP-MSP,"BN 6"" Poinsettia Drop In Mid SP",POINSETTIA
BN-06INPOI-UPGRA-LSP,"BN 6"" Poinsettia Bowl Upgrade Long SP",POINSETTIA
BN-06INPOI-UPGRA-MSP,"BN 6"" Poinsettia Bowl Upgrade Mid SP",POINSETTIA
BN-06INSUN-SUN-DSLSP,"BN 6"" Sunpatiens DS Long SP",
BN-06INSUN-SUN-DSMSP,"BN 6"" Sunpatiens DS Mid SP",
BN-06INSUN-SUN-DSSSP,"BN 6"" Sunpatiens DS Short SP",
BN-06INSUN-SUN-LPT,"BN 6"" Sunpatiens Long PT",IMPATIENS
BN-06INSUN-SUN-LSP,"BN 6"" Sunpatiens Long SP",IMPATIENS
BN-06INSUN-SUN-MPT,"BN 6"" Sunpatiens Mid PT",IMPATIENS
BN-06INSUN-SUN-MSP,"BN 6"" Sunpatiens Mid SP",IMPATIENS
BN-06INSUN-SUN-SPT,"BN 6"" Sunpatiens Short PT",IMPATIENS
BN-06INSUN-SUN-SSP,"BN 6"" Sunpatiens Short SP",IMPATIENS
BN-06INVEG-BAS-LSP,"BN 6"" Veg Basil Long SP",BASIL
BN-06INVEG-CIL-LSP,"BN 6"" Veg Cilantro Long SP",CILANTRO
BN-06INVEG-CIT-LSP,"BN 6"" Veg Citronella Long SP",CITRONELLA
BN-06INVEG-DIL-LSP,"BN 6"" Veg Dill Long SP",DILL
BN-06INVEG-EGG-LSP,"BN 6"" Veg Eggplant Long SP",EGGPLANT
BN-06INVEG-LAV-LSP,"BN 6"" Veg Lavender Long SP",LAVANDULA
BN-06INVEG-LEM-LSP,"BN 6"" Veg Lemon Grass Long SP",LEMON GRASS
BN-06INVEG-ORG-LSP,"BN 6"" Veg Oregano Long SP",OREGANO
BN-06INVEG-PAR-LSP,"BN 6"" Veg Parsley Long SP",PARSLEY
BN-06INVEG-PEP-LSP,"BN 6"" Veg Pepper Long SP",PEPPER
BN-06INVEG-ROS-LSP,"BN 6"" Veg Rosemary Long SP",ROSEMARY
BN-06INVEG-TOM-LSP,"BN 6"" Veg Tomato Long SP",TOMATO
BN-06INVIG-GER-LPT,"BN 6"" Vigoro Geranium Long PT",GERANIUM
BN-06INVIG-GER-LSP,"BN 6"" Vigoro Geranium Long SP",GERANIUM
BN-06INVIG-GER-MPT,"BN 6"" Vigoro Geranium Mid PT",GERANIUM
BN-06INVIG-GER-MSP,"BN 6"" Vigoro Geranium Mid SP",GERANIUM
BN-06INVIG-GER-SPT,"BN 6"" Vigoro Geranium Short PT",GERANIUM
BN-06INVIG-GER-SSP,"BN 6"" Vigoro Geranium Short SP",GERANIUM
BN-06INVIG-PAN-LSP,"BN 6"" Vigoro Pansy Long SP",PANSY
BN-06INVIG-PAN-MSP,"BN 6"" Vigoro Pansy Mid SP",PANSY
BN-06INVIG-PAN-SSP,"BN 6"" Vigoro Pansy Short SP",PANSY
BN-06INVIG-PEC-LSP,"BN 6"" Vigoro Petchoa Long SP",PETCHOA
BN-06INVIG-PEC-MSP,"BN 6"" Vigoro Petchoa Mid SP",PETCHOA
BN-06INVIG-PEC-SSP,"BN 6"" Vigoro Petchoa Short SP",PETCHOA
BN-06INVIG-STO-LSP,"BN 6"" Vigoro Stock Long SP",STOCK
BN-06INVIG-STO-MSP,"BN 6"" Vigoro Stock Mid SP",STOCK
BN-06INVIG-STO-SSP,"BN 6"" Vigoro Stock Short SP",STOCK
BN-06INVIG-TROP-AGL,"BN 6"" VIGORO TROPICAL AGLAONEMA",AGLAONEMA
BN-06INVIG-TROP-ALO,"BN 6"" VIGORO TROPICAL ALOCASIA",ALOCASIA
BN-06INVIG-TROP-APO,"BN 6"" VIGORO TROPICAL APOBALLIS",APOBALLIS
BN-06INVIG-TROP-BEG,"BN 6"" VIGORO TROPICAL BEGONIA",BEGONIA
BN-06INVIG-TROP-CAL,"BN 6"" VIGORO TROPICAL CALATHEA",CALATHEA
BN-06INVIG-TROP-DIE,"BN 6"" VIGORO TROPICAL DIEFFENBACHIA",DIEFFENBACHIA
BN-06INVIG-TROP-FER,"BN 6"" VIGORO TROPICAL FERN",FERN
BN-06INVIG-TROP-FIC,"BN 6"" VIGORO TROPICAL FICUS",FICUS
BN-06INVIG-TROP-GEO,"BN 6"" VIGORO TROPICAL GEOGENANTHUS",GEOGENANTHUS
BN-06INVIG-TROP-HOM,"BN 6"" VIGORO TROPICAL HOMALOMENA",HOMALOMENA
BN-06INVIG-TROP-MON,"BN 6"" VIGORO TROPICAL MONSTERA",MONSTERA
BN-06INVIG-TROP-PHI,"BN 6"" VIGORO TROPICAL PHILODENDRON",PHILODENDRON
BN-06INVIG-TROP-PTE,"BN 6"" VIGORO TROPICAL PTERIS",FERN
BN-06INVIG-TROP-SAN,"BN 6"" VIGORO TROPICAL SANSEVIERIA",SANSEVIERIA
BN-06INWAV-PET-LPT,"BN 6"" Wave Petunia Long PT",PETUNIA
BN-06INWAV-PET-LSP,"BN 6"" Wave Petunia Long SP",PETUNIA
BN-06INWAV-PET-MPT,"BN 6"" Wave Petunia Mid PT",PETUNIA
BN-06INWAV-PET-MSP,"BN 6"" Wave Petunia Mid SP",PETUNIA
BN-06INWAV-PET-SPT,"BN 6"" Wave Petunia Short PT",PETUNIA
BN-06INWAV-PET-SSP,"BN 6"" Wave Petunia Short SP",PETUNIA
BN-06TCVEG-BAS-LSP,"BN 6"" TC Veg Basil Long SP",BASIL
BN-06TCVEG-CIL-LSP,"BN 6"" TC Veg Cilantro Long SP",CILANTRO
BN-06TCVEG-CIT-LSP,"BN 6"" TC Veg Citronella Long SP",CITRONELLA
BN-06TCVEG-DIL-LSP,"BN 6"" TC Veg Dill Long SP",DILL
BN-06TCVEG-ROS-LSP,"BN 6"" TC Veg Rosemary Long SP",ROSEMARY
BN-08HBCCO-COM-LHN,"BN 8"" HB Coco Combo Long HN",
BN-08HBFOL-HED-LHN,"BN 8"" HB Foliage Hedera Long HN",
BN-08HBFOL-HOY-LHN,"BN 8"" HB Foliage Hoya Long HN",
BN-08HBFOL-LSP,"BN 8"" HB Foliage Long SP",
BN-08HBFOL-PHI-LHN,"BN 8"" HB Foliage Philodendron Long HN",
BN-08HBFOL-PIL-LHN,"BN 8"" HB Foliage Pilea Long HN",
BN-08HBFOL-POT,"BN 8"" HB Pothos Golden",
BN-08HBFOL-SCI,"BN 8"" HB Pothos Scindapsus Silver Satin",
BN-08INANN-BEG-LSP,"BN 8"" Begonia Long SP",BEGONIA
BN-08INANN-CAB-LPT,"BN 8"" Cabbage Ornamental Long PT",
BN-08INANN-CAB-LSP,"BN 8"" Cabbage Ornamental Long SP",CABBAGE
BN-08INANN-CAB-MPT,"BN 8"" Cabbage Ornamental Mid PT",
BN-08INANN-CAB-MSP,"BN 8"" Cabbage Ornamental Mid SP",CABBAGE
BN-08INANN-CAB-SPT,"BN 8"" Cabbage Ornamental Short PT",
BN-08INANN-CAB-SSP,"BN 8"" Cabbage Ornamental Short SP",CABBAGE
BN-08INANN-CEL-DSLSP,"BN 8"" Celosia Intenz DS Long SP",
BN-08INANN-CEL-DSMSP,"BN 8"" Celosia Intenz DS Mid SP",
BN-08INANN-CEL-DSSSP,"BN 8"" Celosia Intenz DS Short SP",
BN-08INANN-CEL-LPT,"BN 8"" Celosia Intenz Long PT",CELOSIA
BN-08INANN-CEL-LSP,"BN 8"" Celosia Intenz Long SP",CELOSIA
BN-08INANN-CEL-MPT,"BN 8"" Celosia Intenz Mid PT",CELOSIA
BN-08INANN-CEL-MSP,"BN 8"" Celosia Intenz Mid SP",CELOSIA
BN-08INANN-CEL-SPT,"BN 8"" Celosia Intenz Short PT",CELOSIA
BN-08INANN-CEL-SSP,"BN 8"" Celosia Intenz Short SP",CELOSIA
BN-08INANN-IMP-LSP,"BN 8"" Impatiens Long SP",IMPATIENS
BN-08INANN-KAL-LPT,"BN 8"" Kale Ornamental Long PT",
BN-08INANN-KAL-LSP,"BN 8"" Kale Ornamental Long SP",KALE
BN-08INANN-KAL-MPT,"BN 8"" Kale Ornamental Mid PT",
BN-08INANN-KAL-MSP,"BN 8"" Kale Ornamental Mid SP",KALE
BN-08INANN-KAL-SPT,"BN 8"" Kale Ornamental Short PT",
BN-08INANN-KAL-SSP,"BN 8"" Kale Ornamental Short SP",KALE
BN-08INAST-BCDS-SP,"BN 8"" Aster  Black Cloth  DS SP",ASTER
BN-08INAST-BCLN-SP,"BN 8"" Aster  Black Cloth Liner SP",ASTER
BN-08INAST-NSDS-SP,"BN 8"" Aster  Nat Season DS SP",ASTER
BN-08INAST-NSLN-SP,"BN 8"" Aster  Nat Season Liner SP",ASTER
BN-08INBAR-BEG-LSP,"BN 8"" Whiskey Barrel Begonia Long SP",BEGONIA
BN-08INBAR-BEG-MSP,"BN 8"" Whiskey Barrel Begonia Mid SP",BEGONIA
BN-08INBAR-BEG-SSP,"BN 8"" Whiskey Barrel Begonia Short SP",BEGONIA
BN-08INBAR-CAB-LSP,"BN 8"" Whiskey Barrel Cabbage Long SP",CABBAGE
BN-08INBAR-CAB-MSP,"BN 8"" Whiskey Barrel Cabbage Mid SP",CABBAGE
BN-08INBAR-CAB-SSP,"BN 8"" Whiskey Barrel Cabbage Short SP",CABBAGE
BN-08INBAR-CEL-DSLSP,"BN 8"" Whiskey Barrel Celosia DS Long SP",
BN-08INBAR-CEL-DSMSP,"BN 8"" Whiskey Barrel Celosia DS Mid SP",
BN-08INBAR-CEL-DSSSP,"BN 8"" Whiskey Barrel Celosia DS Short SP",
BN-08INBAR-CEL-LPT,"BN 8"" Whiskey Barrel Celosia Long PT",CELOSIA
BN-08INBAR-CEL-LSP,"BN 8"" Whiskey Barrel Celosia Long SP",CELOSIA
BN-08INBAR-CEL-MPT,"BN 8"" Whiskey Barrel Celosia Mid PT",CELOSIA
BN-08INBAR-CEL-MSP,"BN 8"" Whiskey Barrel Celosia Mid SP",CELOSIA
BN-08INBAR-CEL-SPT,"BN 8"" Whiskey Barrel Celosia Short PT",CELOSIA
BN-08INBAR-CEL-SSP,"BN 8"" Whiskey Barrel Celosia Short SP",CELOSIA
BN-08INBAR-GER-DSLSP,"BN 8"" Whiskey Barrel Geranium DS Long SP",
BN-08INBAR-GER-DSMSP,"BN 8"" Whiskey Barrel Geranium DS Mid SP",
BN-08INBAR-GER-DSSSP,"BN 8"" Whiskey Barrel Geranium DS Short SP",
BN-08INBAR-GER-LPT,"BN 8"" Whiskey Barrel Geranium Long PT",GERANIUM
BN-08INBAR-GER-LSP,"BN 8"" Whiskey Barrel Geranium Long SP",GERANIUM
BN-08INBAR-GER-MPT,"BN 8"" Whiskey Barrel Geranium Mid PT",GERANIUM
BN-08INBAR-GER-MSP,"BN 8"" Whiskey Barrel Geranium Mid SP",GERANIUM
BN-08INBAR-GER-SPT,"BN 8"" Whiskey Barrel Geranium Short PT",GERANIUM
BN-08INBAR-GER-SSP,"BN 8"" Whiskey Barrel Geranium Short SP",GERANIUM
BN-08INBAR-PEP-LSP,"BN 8"" Whiskey Barrel Orn. Pepper Long SP",PEPPER
BN-08INBAR-RUD-LPT,"BN 8"" Whiskey Barrel Rudbeckia Long PT",RUDBECKIA
BN-08INBAR-RUD-LSP,"BN 8"" Whiskey Barrel Rudbeckia Long SP",RUDBECKIA
BN-08INBAR-RUD-MPT,"BN 8"" Whiskey Barrel Rudbeckia Mid PT",RUDBECKIA
BN-08INBAR-RUD-MSP,"BN 8"" Whiskey Barrel Rudbeckia Mid SP",RUDBECKIA
BN-08INBAR-RUD-SPT,"BN 8"" Whiskey Barrel Rudbeckia Short PT",RUDBECKIA
BN-08INBAR-RUD-SSP,"BN 8"" Whiskey Barrel Rudbeckia Short SP",RUDBECKIA
BN-08INBEL-BEG-LPT,"BN 8"" Bellina Begonia Long PT",BEGONIA
BN-08INBEL-BEG-LSP,"BN 8"" Bellina Begonia Long SP",BEGONIA
BN-08INBEL-BEG-MPT,"BN 8"" Bellina Begonia Mid PT",BEGONIA
BN-08INBEL-BEG-MSP,"BN 8"" Bellina Begonia Mid SP",BEGONIA
BN-08INBEL-BEG-SPT,"BN 8"" Bellina Begonia Short PT",BEGONIA
BN-08INBEL-BEG-SSP,"BN 8"" Bellina Begonia Short SP",BEGONIA
BN-08INBEL-CEL-DSLSP,"BN 8"" Bellina Celosia DS Long SP",
BN-08INBEL-CEL-DSMSP,"BN 8"" Bellina Celosia DS Mid SP",
BN-08INBEL-CEL-DSSSP,"BN 8"" Bellina Celosia DS Short SP",
BN-08INBEL-CEL-LPT,"BN 8"" Bellina Celosia Long PT",CELOSIA
BN-08INBEL-CEL-LSP,"BN 8"" Bellina Celosia Long SP",CELOSIA
BN-08INBEL-CEL-MPT,"BN 8"" Bellina Celosia Mid PT",CELOSIA
BN-08INBEL-CEL-MSP,"BN 8"" Bellina Celosia Mid SP",CELOSIA
BN-08INBEL-CEL-SPT,"BN 8"" Bellina Celosia Short PT",CELOSIA
BN-08INBEL-CEL-SSP,"BN 8"" Bellina Celosia Short SP",CELOSIA
BN-08INBEL-CIN-LPT,"BN 8"" Bellina Cineraria Long PT",CINERARIA
BN-08INBEL-CIN-LSP,"BN 8"" Bellina Cineraria Long SP",CINERARIA
BN-08INBEL-CIN-MPT,"BN 8"" Bellina Cineraria Mid PT",CINERARIA
BN-08INBEL-CIN-MSP,"BN 8"" Bellina Cineraria Mid SP",CINERARIA
BN-08INBEL-CIN-SPT,"BN 8"" Bellina Cineraria Short PT",CINERARIA
BN-08INBEL-CIN-SSP,"BN 8"" Bellina Cineraria Short SP",CINERARIA
BN-08INBEL-COL-LPT,"BN 8"" Bellina Coleus Long PT",COLEUS
BN-08INBEL-COL-LSP,"BN 8"" Bellina Coleus Long SP",COLEUS
BN-08INBEL-COL-MSP,"BN 8"" Bellina Coleus Mid SP",COLEUS
BN-08INBEL-COL-SSP,"BN 8"" Bellina Coleus Short SP",COLEUS
BN-08INBEL-DAH-LPT,"BN 8"" Bellina Dahlia Long PT",DAHLIA
BN-08INBEL-DAH-LSP,"BN 8"" Bellina Dahlia Long SP",DAHLIA
BN-08INBEL-DAH-MPT,"BN 8"" Bellina Dahlia Mid PT",DAHLIA
BN-08INBEL-DAH-MSP,"BN 8"" Bellina Dahlia Mid SP",DAHLIA
BN-08INBEL-DAH-SPT,"BN 8"" Bellina Dahlia Short PT",DAHLIA
BN-08INBEL-DAH-SSP,"BN 8"" Bellina Dahlia Short SP",DAHLIA
BN-08INBEL-FUC-LSP,"BN 8"" Bellina Fuchsia Long SP",FUCHSIA
BN-08INBEL-FUC-MSP,"BN 8"" Bellina Fuchsia Mid SP",FUCHSIA
BN-08INBEL-FUC-SSP,"BN 8"" Bellina Fuchsia Short SP",FUCHSIA
BN-08INBEL-GER-LPT,"BN 8"" Bellina Geranium Regal Long PT",GERANIUM
BN-08INBEL-GER-LSP,"BN 8"" Bellina Geranium Regal Long SP",GERANIUM
BN-08INBEL-GER-MPT,"BN 8"" Bellina Geranium Regal Mid PT",GERANIUM
BN-08INBEL-GER-MSP,"BN 8"" Bellina Geranium Regal Mid SP",GERANIUM
BN-08INBEL-GER-SPT,"BN 8"" Bellina Geranium Regal Short PT",GERANIUM
BN-08INBEL-GER-SSP,"BN 8"" Bellina Geranium Regal Short SP",GERANIUM
BN-08INBEL-PAN-LPT,"BN 8"" Bellina Pansy Long PT",PANSY
BN-08INBEL-PAN-LSP,"BN 8"" Bellina Pansy Long SP",PANSY
BN-08INBEL-PAN-MPT,"BN 8"" Bellina Pansy Mid PT",PANSY
BN-08INBEL-PAN-MSP,"BN 8"" Bellina Pansy Mid SP",PANSY
BN-08INBEL-PAN-SPT,"BN 8"" Bellina Pansy Short PT",PANSY
BN-08INBEL-PAN-SSP,"BN 8"" Bellina Pansy Short SP",PANSY
BN-08INBEL-PET-MSP,"BN 8"" Bellina Petunia Mid SP",
BN-08INBEL-PRI-LSP,"BN 8"" Bellina Primula Long SP",PRIMULA
BN-08INBEL-PRI-MSP,"BN 8"" Bellina Primula Mid SP",PRIMULA
BN-08INBEL-PRI-SSP,"BN 8"" Bellina Primula Short SP",PRIMULA
BN-08INBEL-RAN-LPT,"BN 8"" Bellina Ranunculus Long PT",RANUNCULUS
BN-08INBEL-RAN-LSP,"BN 8"" Bellina Ranunculus Long SP",RANUNCULUS
BN-08INBEL-RAN-MPT,"BN 8"" Bellina Ranunculus Mid PT",RANUNCULUS
BN-08INBEL-RAN-MSP,"BN 8"" Bellina Ranunculus Mid SP",RANUNCULUS
BN-08INBEL-RAN-SPT,"BN 8"" Bellina Ranunculus Short PT",RANUNCULUS
BN-08INBEL-RAN-SSP,"BN 8"" Bellina Ranunculus Short SP",RANUNCULUS
BN-08INBEL-SNA-LPT,"BN 8"" Bellina Snapdragon Long PT",SNAPDRAGON
BN-08INBEL-SNA-LSP,"BN 8"" Bellina Snapdragon Long SP",SNAPDRAGON
BN-08INBEL-SNA-MPT,"BN 8"" Bellina Snapdragon Mid PT",SNAPDRAGON
BN-08INBEL-SNA-MSP,"BN 8"" Bellina Snapdragon Mid SP",SNAPDRAGON
