Production Scheme Code,Production Scheme Line No_,Production Phase,No_ of Days,Period No_
BN-18INPLT-COM-MPT,"10,000",GROW,28.00,15
BN-18INPLT-COM-MPT,"10,000",GROW,35.00,42
BN-18INPLT-COM-MPT,"30,000",SPACE,42.00,1
BN-18INPLT-COM-MPT,"30,000",SPACE,35.00,21
BN-18INPLT-COM-MPT,"30,000",SPACE,28.00,23
BN-18INPLT-COM-MPT,"30,000",SPACE,42.00,37
BN-18INPLT-COM-MSP,"10,000",GROW,77.00,1
BN-18INPLT-COM-MSP,"10,000",GROW,70.00,15
BN-18INPLT-COM-MSP,"10,000",GROW,63.00,21
BN-18INPLT-COM-MSP,"10,000",GROW,56.00,23
BN-18INPLT-COM-MSP,"10,000",GROW,70.00,37
BN-18INPLT-COM-MSP,"10,000",GROW,77.00,42
BN-18INPLT-COM-SPT,"10,000",GROW,35.00,1
BN-18INPLT-COM-SPT,"10,000",GROW,28.00,15
BN-18INPLT-COM-SPT,"10,000",GROW,35.00,42
BN-18INPLT-COM-SPT,"30,000",SPACE,35.00,1
BN-18INPLT-COM-SPT,"30,000",SPACE,28.00,21
BN-18INPLT-COM-SPT,"30,000",SPACE,35.00,37
BN-18INPLT-COM-SSP,"10,000",GROW,70.00,1
BN-18INPLT-COM-SSP,"10,000",GROW,63.00,15
BN-18INPLT-COM-SSP,"10,000",GROW,56.00,21
BN-18INPLT-COM-SSP,"10,000",GROW,63.00,37
BN-18INPLT-COM-SSP,"10,000",GROW,70.00,42
BN-1GALACC-COR-LSP,"10,000",GROW,105.00,1
BN-1GALACC-COR-LSP,"10,000",GROW,91.00,23
BN-1GALACC-COR-LSP,"10,000",GROW,84.00,27
BN-1GALACC-COR-LSP,"10,000",GROW,91.00,32
BN-1GALACC-COR-LSP,"10,000",GROW,98.00,38
BN-1GALACC-DRA-LSP,"10,000",GROW,105.00,1
BN-1GALACC-DRA-LSP,"10,000",GROW,98.00,15
BN-1GALACC-DRA-LSP,"10,000",GROW,84.00,23
BN-1GALACC-DRA-LSP,"10,000",GROW,91.00,32
BN-1GALACC-DRA-LSP,"10,000",GROW,98.00,38
BN-1GALANN-GEB-LSP,"10,000",GROW,70.00,1
BN-1GALANN-GEB-LSP,"10,000",GROW,63.00,15
BN-1GALANN-GEB-LSP,"10,000",GROW,56.00,23
BN-1GALANN-GEB-LSP,"10,000",GROW,63.00,35
BN-1GALANN-GEB-LSP,"10,000",GROW,70.00,42
BN-1GALANN-GEB-MSP,"10,000",GROW,63.00,1
BN-1GALANN-GEB-MSP,"10,000",GROW,56.00,23
BN-1GALANN-GEB-MSP,"10,000",GROW,63.00,35
BN-1GALANN-GEB-SSP,"10,000",GROW,56.00,1
BN-1GALANN-GRB-LPT,"10,000",GROW,21.00,1
BN-1GALANN-GRB-LPT,"30,000",SPACE,49.00,1
BN-1GALANN-GRB-LPT,"30,000",SPACE,42.00,15
BN-1GALANN-GRB-LPT,"30,000",SPACE,35.00,23
BN-1GALANN-GRB-LPT,"30,000",SPACE,42.00,35
BN-1GALANN-GRB-LPT,"30,000",SPACE,49.00,42
BN-1GALANN-GRB-MPT,"10,000",GROW,21.00,1
BN-1GALANN-GRB-MPT,"30,000",SPACE,42.00,1
BN-1GALANN-GRB-MPT,"30,000",SPACE,35.00,21
BN-1GALANN-GRB-MPT,"30,000",SPACE,42.00,35
BN-1GALANN-GRB-SPT,"10,000",GROW,21.00,1
BN-1GALANN-GRB-SPT,"30,000",SPACE,35.00,1
BN-1GALANN-LAN-LPT,"10,000",GROW,35.00,1
BN-1GALANN-LAN-LPT,"10,000",GROW,28.00,15
BN-1GALANN-LAN-LPT,"10,000",GROW,35.00,42
BN-1GALANN-LAN-LPT,"30,000",SPACE,49.00,1
BN-1GALANN-LAN-LPT,"30,000",SPACE,42.00,21
BN-1GALANN-LAN-LPT,"30,000",SPACE,28.00,23
BN-1GALANN-LAN-LPT,"30,000",SPACE,49.00,37
BN-1GALANN-LAN-LSP,"10,000",GROW,84.00,1
BN-1GALANN-LAN-LSP,"10,000",GROW,77.00,15
BN-1GALANN-LAN-LSP,"10,000",GROW,70.00,21
BN-1GALANN-LAN-LSP,"10,000",GROW,56.00,23
BN-1GALANN-LAN-LSP,"10,000",GROW,77.00,37
BN-1GALANN-LAN-LSP,"10,000",GROW,84.00,42
BN-1GALANN-LAN-MPT,"10,000",GROW,35.00,1
BN-1GALANN-LAN-MPT,"10,000",GROW,28.00,15
BN-1GALANN-LAN-MPT,"10,000",GROW,35.00,42
BN-1GALANN-LAN-MPT,"30,000",SPACE,42.00,1
BN-1GALANN-LAN-MPT,"30,000",SPACE,35.00,21
BN-1GALANN-LAN-MPT,"30,000",SPACE,28.00,23
BN-1GALANN-LAN-MPT,"30,000",SPACE,42.00,37
BN-1GALANN-LAN-MSP,"10,000",GROW,77.00,1
BN-1GALANN-LAN-MSP,"10,000",GROW,70.00,15
BN-1GALANN-LAN-MSP,"10,000",GROW,63.00,21
BN-1GALANN-LAN-MSP,"10,000",GROW,56.00,23
BN-1GALANN-LAN-MSP,"10,000",GROW,70.00,37
BN-1GALANN-LAN-MSP,"10,000",GROW,77.00,42
BN-1GALANN-LAN-SPT,"10,000",GROW,35.00,1
BN-1GALANN-LAN-SPT,"10,000",GROW,28.00,15
BN-1GALANN-LAN-SPT,"10,000",GROW,35.00,42
BN-1GALANN-LAN-SPT,"30,000",SPACE,35.00,1
BN-1GALANN-LAN-SPT,"30,000",SPACE,28.00,21
BN-1GALANN-LAN-SPT,"30,000",SPACE,35.00,37
BN-1GALANN-LAN-SSP,"10,000",GROW,70.00,1
BN-1GALANN-LAN-SSP,"10,000",GROW,63.00,15
BN-1GALANN-LAN-SSP,"10,000",GROW,56.00,21
BN-1GALANN-LAN-SSP,"10,000",GROW,63.00,37
BN-1GALANN-LAN-SSP,"10,000",GROW,70.00,42
BN-1GALANN-LAV,"10,000",GROW,84.00,1
BN-1GALANN-LAV,"10,000",GROW,77.00,19
BN-1GALANN-LAV,"10,000",GROW,70.00,23
BN-1GALANN-LAV,"10,000",GROW,77.00,37
BN-1GALANN-LAV,"10,000",GROW,84.00,42
BN-1GALANN-ROS,"10,000",GROW,98.00,1
BN-1GALANN-ROS,"10,000",GROW,91.00,19
BN-1GALANN-ROS,"10,000",GROW,84.00,22
BN-1GALANN-ROS,"10,000",GROW,77.00,25
BN-1GALANN-ROS,"10,000",GROW,84.00,37
BN-1GALANN-ROS,"10,000",GROW,91.00,41
BN-1GALANN-ROS,"10,000",GROW,98.00,44
BN-1GALANN-ZIN-LPT,"10,000",GROW,28.00,1
BN-1GALANN-ZIN-LPT,"10,000",GROW,21.00,23
BN-1GALANN-ZIN-LPT,"10,000",GROW,28.00,42
BN-1GALANN-ZIN-LPT,"30,000",SPACE,28.00,1
BN-1GALANN-ZIN-LPT,"30,000",SPACE,21.00,15
BN-1GALANN-ZIN-LPT,"30,000",SPACE,28.00,37
BN-1GALANN-ZIN-LSP,"10,000",GROW,56.00,1
BN-1GALANN-ZIN-LSP,"10,000",GROW,49.00,15
BN-1GALANN-ZIN-LSP,"10,000",GROW,42.00,23
BN-1GALANN-ZIN-LSP,"10,000",GROW,49.00,37
BN-1GALANN-ZIN-LSP,"10,000",GROW,56.00,42
BN-1GALANN-ZIN-MPT,"10,000",GROW,28.00,1
BN-1GALANN-ZIN-MPT,"10,000",GROW,21.00,15
BN-1GALANN-ZIN-MPT,"10,000",GROW,28.00,42
BN-1GALANN-ZIN-MPT,"30,000",SPACE,21.00,1
BN-1GALANN-ZIN-MSP,"10,000",GROW,49.00,1
BN-1GALANN-ZIN-MSP,"10,000",GROW,42.00,15
BN-1GALANN-ZIN-MSP,"10,000",GROW,49.00,42
BN-1GALANN-ZIN-SPT,"10,000",GROW,21.00,1
BN-1GALANN-ZIN-SPT,"30,000",SPACE,21.00,1
BN-1GALANN-ZIN-SSP,"10,000",GROW,42.00,1
BN-1GALDRA-CEL-LPT,"10,000",GROW,21.00,1
BN-1GALDRA-CEL-LPT,"30,000",SPACE,49.00,1
BN-1GALDRA-CEL-LPT,"30,000",SPACE,42.00,18
BN-1GALDRA-CEL-LPT,"30,000",SPACE,35.00,23
BN-1GALDRA-CEL-LPT,"30,000",SPACE,42.00,35
BN-1GALDRA-CEL-LPT,"30,000",SPACE,49.00,40
BN-1GALDRA-CEL-LSP,"10,000",GROW,70.00,1
BN-1GALDRA-CEL-LSP,"10,000",GROW,63.00,18
BN-1GALDRA-CEL-LSP,"10,000",GROW,56.00,23
BN-1GALDRA-CEL-LSP,"10,000",GROW,63.00,35
BN-1GALDRA-CEL-LSP,"10,000",GROW,70.00,40
BN-1GALDRA-CEL-MPT,"10,000",GROW,21.00,1
BN-1GALDRA-CEL-MPT,"30,000",SPACE,42.00,1
BN-1GALDRA-CEL-MPT,"30,000",SPACE,35.00,15
BN-1GALDRA-CEL-MPT,"30,000",SPACE,28.00,27
BN-1GALDRA-CEL-MPT,"30,000",SPACE,35.00,28
BN-1GALDRA-CEL-MPT,"30,000",SPACE,42.00,40
BN-1GALDRA-CEL-MSP,"10,000",GROW,63.00,1
BN-1GALDRA-CEL-MSP,"10,000",GROW,56.00,15
BN-1GALDRA-CEL-MSP,"10,000",GROW,63.00,40
BN-1GALDRA-CEL-SPT,"10,000",GROW,21.00,1
BN-1GALDRA-CEL-SPT,"30,000",SPACE,35.00,1
BN-1GALDRA-CEL-SSP,"10,000",GROW,56.00,1
BN-1GALFIR-PET-LSP,"10,000",GROW,70.00,1
BN-1GALFIR-PET-LSP,"10,000",GROW,70.00,15
BN-1GALFIR-PET-LSP,"10,000",GROW,70.00,16
BN-1GALFIR-PET-LSP,"10,000",GROW,63.00,17
BN-1GALFIR-PET-LSP,"10,000",GROW,63.00,21
BN-1GALFIR-PET-LSP,"10,000",GROW,63.00,22
BN-1GALFIR-PET-LSP,"10,000",GROW,56.00,23
BN-1GALFIR-PET-LSP,"10,000",GROW,63.00,37
BN-1GALFIR-PET-LSP,"10,000",GROW,63.00,42
BN-1GALFIR-PET-LSP,"10,000",GROW,63.00,43
BN-1GALFIR-PET-LSP,"10,000",GROW,70.00,44
BN-1GALPEN-BEG-LSP,"10,000",GROW,63.00,1
BN-1GALPEN-BEG-LSP,"10,000",GROW,56.00,15
BN-1GALPEN-BEG-LSP,"10,000",GROW,42.00,23
BN-1GALPEN-BEG-MSP,"10,000",GROW,56.00,1
BN-1GALPEN-BEG-MSP,"10,000",GROW,49.00,15
BN-1GALPEN-BEG-MSP,"10,000",GROW,42.00,21
BN-1GALPEN-BEG-MSP,"10,000",GROW,49.00,40
BN-1GALPEN-BEG-MSP,"10,000",GROW,56.00,43
BN-1GALPEN-BEG-SSP,"10,000",GROW,49.00,1
BN-1GALPEN-BEG-SSP,"10,000",GROW,42.00,15
BN-1GALPEN-CEL-LSP,"10,000",GROW,63.00,1
BN-1GALPEN-CEL-LSP,"10,000",GROW,56.00,15
BN-1GALPEN-CEL-LSP,"10,000",GROW,49.00,23
BN-1GALPEN-ECH-LPT,"10,000",GROW,28.00,1
BN-1GALPEN-ECH-LPT,"30,000",SPACE,42.00,1
BN-1GALPEN-GEB-LSP,"10,000",GROW,70.00,1
BN-1GALPEN-GEB-LSP,"10,000",GROW,63.00,15
BN-1GALPEN-GEB-LSP,"10,000",GROW,56.00,23
BN-1GALPEN-GEB-LSP,"10,000",GROW,63.00,37
BN-1GALPEN-GEB-LSP,"10,000",GROW,70.00,42
BN-1GALPEN-GEB-MSP,"10,000",GROW,63.00,1
BN-1GALPEN-GEB-MSP,"10,000",GROW,56.00,15
BN-1GALPEN-GEB-MSP,"10,000",GROW,49.00,21
BN-1GALPEN-GEB-MSP,"10,000",GROW,56.00,40
BN-1GALPEN-GEB-MSP,"10,000",GROW,63.00,44
BN-1GALPEN-GEB-SSP,"10,000",GROW,56.00,1
BN-1GALPEN-GEB-SSP,"10,000",GROW,49.00,15
BN-1GALPEN-HEL-LSP,"10,000",GROW,63.00,1
BN-1GALPEN-HEL-LSP,"10,000",GROW,56.00,15
BN-1GALPEN-HEL-LSP,"10,000",GROW,49.00,21
BN-1GALPEN-HEL-LSP,"10,000",GROW,56.00,37
BN-1GALPEN-HEL-LSP,"10,000",GROW,63.00,42
BN-1GALPEN-HEL-MSP,"10,000",GROW,56.00,1
BN-1GALPEN-HEL-MSP,"10,000",GROW,49.00,15
BN-1GALPEN-HEL-SSP,"10,000",GROW,49.00,1
BN-1GALPEN-HYD-LPT,"10,000",GROW,28.00,1
BN-1GALPEN-HYD-LPT,"30,000",SPACE,56.00,1
BN-1GALPEN-LAN-LSP,"10,000",GROW,77.00,1
BN-1GALPEN-LAN-LSP,"10,000",GROW,70.00,15
BN-1GALPEN-LAN-LSP,"10,000",GROW,56.00,23
BN-1GALPEN-LAN-LSP,"10,000",GROW,70.00,37
BN-1GALPEN-LAN-LSP,"10,000",GROW,77.00,42
BN-1GALPEN-LAN-MSP,"10,000",GROW,70.00,1
BN-1GALPEN-LAN-MSP,"10,000",GROW,63.00,15
BN-1GALPEN-LAN-MSP,"10,000",GROW,56.00,21
BN-1GALPEN-LAN-MSP,"10,000",GROW,49.00,23
BN-1GALPEN-LAN-MSP,"10,000",GROW,56.00,40
BN-1GALPEN-LAN-MSP,"10,000",GROW,63.00,44
BN-1GALPEN-LAN-MSP,"10,000",GROW,70.00,48
BN-1GALPEN-LAN-SSP,"10,000",GROW,63.00,1
BN-1GALPEN-LAN-SSP,"10,000",GROW,56.00,15
BN-1GALPEN-LAN-SSP,"10,000",GROW,49.00,21
BN-1GALPEN-PEC-LSP,"10,000",GROW,63.00,1
BN-1GALPEN-PEC-LSP,"10,000",GROW,56.00,15
BN-1GALPEN-PEC-LSP,"10,000",GROW,49.00,23
BN-1GALPEN-PEC-LSP,"10,000",GROW,56.00,37
BN-1GALPEN-PEC-LSP,"10,000",GROW,63.00,42
BN-1GALPEN-PEC-MSP,"10,000",GROW,63.00,1
BN-1GALPEN-PEC-MSP,"10,000",GROW,56.00,15
BN-1GALPEN-PEC-MSP,"10,000",GROW,49.00,21
BN-1GALPEN-PEC-MSP,"10,000",GROW,42.00,23
BN-1GALPEN-PEC-MSP,"10,000",GROW,56.00,37
BN-1GALPEN-PEC-SSP,"10,000",GROW,56.00,1
BN-1GALPEN-PEC-SSP,"10,000",GROW,49.00,15
BN-1GALPEN-PEC-SSP,"10,000",GROW,42.00,21
BN-1GALPEN-PEC-SSP,"10,000",GROW,49.00,37
BN-1GALPEN-SUN-DSLSP,"10,000",GROW,84.00,1
BN-1GALPEN-SUN-DSLSP,"10,000",GROW,77.00,19
BN-1GALPEN-SUN-DSLSP,"10,000",GROW,84.00,37
BN-1GALPEN-SUN-DSMSP,"10,000",GROW,77.00,1
BN-1GALPEN-SUN-DSMSP,"10,000",GROW,70.00,19
BN-1GALPEN-SUN-DSMSP,"10,000",GROW,77.00,37
BN-1GALPEN-SUN-DSSSP,"10,000",GROW,70.00,1
BN-1GALPEN-SUN-LSP,"10,000",GROW,70.00,1
BN-1GALPEN-SUN-LSP,"10,000",GROW,63.00,15
BN-1GALPEN-SUN-LSP,"10,000",GROW,56.00,23
BN-1GALPEN-SUN-LSP,"10,000",GROW,63.00,37
BN-1GALPEN-SUN-LSP,"10,000",GROW,70.00,42
BN-1GALPEN-SUN-MSP,"10,000",GROW,63.00,1
BN-1GALPEN-SUN-MSP,"10,000",GROW,56.00,15
BN-1GALPEN-SUN-MSP,"10,000",GROW,49.00,21
BN-1GALPEN-SUN-SSP,"10,000",GROW,56.00,1
BN-1GALPEN-SUN-SSP,"10,000",GROW,49.00,15
BN-1GALPEN-ZIN-LSP,"10,000",GROW,56.00,1
BN-1GALPEN-ZIN-LSP,"10,000",GROW,49.00,15
BN-1GALPEN-ZIN-LSP,"10,000",GROW,42.00,23
BN-1GALPEN-ZIN-LSP,"10,000",GROW,49.00,37
BN-1GALPEN-ZIN-LSP,"10,000",GROW,56.00,42
BN-1GALPEN-ZIN-MSP,"10,000",GROW,49.00,1
BN-1GALPEN-ZIN-MSP,"10,000",GROW,42.00,15
BN-1GALPEN-ZIN-MSP,"10,000",GROW,35.00,23
BN-1GALPEN-ZIN-MSP,"10,000",GROW,42.00,37
BN-1GALPEN-ZIN-SSP,"10,000",GROW,42.00,1
BN-1GALPEN-ZIN-SSP,"10,000",GROW,35.00,23
BN-1GALPEN-ZIN-SSP,"10,000",GROW,42.00,37
BN-1GALSNF-HEL-LPT,"10,000",GROW,21.00,1
BN-1GALSNF-HEL-LPT,"10,000",GROW,28.00,23
BN-1GALSNF-HEL-LPT,"10,000",GROW,21.00,37
BN-1GALSNF-HEL-LPT,"30,000",SPACE,49.00,1
BN-1GALSNF-HEL-LPT,"30,000",SPACE,42.00,15
BN-1GALSNF-HEL-LPT,"30,000",SPACE,28.00,23
BN-1GALSNF-HEL-LPT,"30,000",SPACE,42.00,37
BN-1GALSNF-HEL-LPT,"30,000",SPACE,49.00,42
BN-1GALSNF-HEL-LSP,"10,000",GROW,70.00,1
BN-1GALSNF-HEL-LSP,"10,000",GROW,63.00,15
BN-1GALSNF-HEL-LSP,"10,000",GROW,56.00,23
BN-1GALSNF-HEL-LSP,"10,000",GROW,63.00,37
BN-1GALSNF-HEL-LSP,"10,000",GROW,70.00,42
BN-1GALSNF-HEL-MPT,"10,000",GROW,21.00,1
BN-1GALSNF-HEL-MPT,"10,000",GROW,28.00,23
BN-1GALSNF-HEL-MPT,"10,000",GROW,21.00,37
BN-1GALSNF-HEL-MPT,"30,000",SPACE,42.00,1
BN-1GALSNF-HEL-MPT,"30,000",SPACE,35.00,15
BN-1GALSNF-HEL-MPT,"30,000",SPACE,28.00,23
BN-1GALSNF-HEL-MPT,"30,000",SPACE,35.00,37
BN-1GALSNF-HEL-MPT,"30,000",SPACE,42.00,42
BN-1GALSNF-HEL-MSP,"10,000",GROW,63.00,1
BN-1GALSNF-HEL-MSP,"10,000",GROW,56.00,15
BN-1GALSNF-HEL-MSP,"10,000",GROW,63.00,42
BN-1GALSNF-HEL-SPT,"10,000",GROW,21.00,1
BN-1GALSNF-HEL-SPT,"30,000",SPACE,35.00,1
BN-1GALSNF-HEL-SSP,"10,000",GROW,56.00,1
BN-1GALVEG-LEM-LSP,"10,000",GROW,56.00,1
BN-1GALVEG-LEM-LSP,"10,000",GROW,49.00,15
BN-1GALVEG-LEM-LSP,"10,000",GROW,42.00,23
BN-1GALVEG-LEM-LSP,"10,000",GROW,49.00,37
BN-1GALVEG-LEM-LSP,"10,000",GROW,56.00,42
BN-1GALVIG-ANG-LPT,"10,000",GROW,21.00,1
BN-1GALVIG-ANG-LPT,"30,000",SPACE,49.00,1
BN-1GALVIG-ANG-LPT,"30,000",SPACE,42.00,15
BN-1GALVIG-ANG-LPT,"30,000",SPACE,35.00,21
BN-1GALVIG-ANG-LPT,"30,000",SPACE,28.00,23
BN-1GALVIG-ANG-LPT,"30,000",SPACE,42.00,37
BN-1GALVIG-ANG-LPT,"30,000",SPACE,49.00,42
BN-1GALVIG-ANG-LSP,"10,000",GROW,70.00,1
BN-1GALVIG-ANG-LSP,"10,000",GROW,63.00,15
BN-1GALVIG-ANG-LSP,"10,000",GROW,56.00,21
BN-1GALVIG-ANG-LSP,"10,000",GROW,49.00,23
BN-1GALVIG-ANG-LSP,"10,000",GROW,63.00,37
BN-1GALVIG-ANG-LSP,"10,000",GROW,70.00,42
BN-1GALVIG-ANG-MPT,"10,000",GROW,21.00,1
BN-1GALVIG-ANG-MPT,"30,000",SPACE,42.00,1
BN-1GALVIG-ANG-MPT,"30,000",SPACE,35.00,15
BN-1GALVIG-ANG-MPT,"30,000",SPACE,28.00,21
BN-1GALVIG-ANG-MPT,"30,000",SPACE,35.00,37
BN-1GALVIG-ANG-MPT,"30,000",SPACE,42.00,42
BN-1GALVIG-ANG-MSP,"10,000",GROW,63.00,1
BN-1GALVIG-ANG-MSP,"10,000",GROW,56.00,15
BN-1GALVIG-ANG-MSP,"10,000",GROW,49.00,21
BN-1GALVIG-ANG-MSP,"10,000",GROW,56.00,37
BN-1GALVIG-ANG-MSP,"10,000",GROW,63.00,42
BN-1GALVIG-ANG-SPT,"10,000",GROW,21.00,1
BN-1GALVIG-ANG-SPT,"30,000",SPACE,35.00,1
BN-1GALVIG-ANG-SPT,"30,000",SPACE,28.00,15
BN-1GALVIG-ANG-SPT,"30,000",SPACE,35.00,42
BN-1GALVIG-ANG-SSP,"10,000",GROW,56.00,1
BN-1GALVIG-ANG-SSP,"10,000",GROW,49.00,15
BN-1GALVIG-ANG-SSP,"10,000",GROW,56.00,42
BN-1GALVIG-CAN-LSP,"10,000",GROW,63.00,1
BN-1GALVIG-CAN-LSP,"10,000",GROW,56.00,15
BN-1GALVIG-CAN-LSP,"10,000",GROW,49.00,23
BN-1GALVIG-CAN-LSP,"10,000",GROW,56.00,33
BN-1GALVIG-CAN-LSP,"10,000",GROW,63.00,40
BN-1GALVIG-CIN-LSP,"10,000",GROW,77.00,1
BN-1GALVIG-CIN-LSP,"10,000",GROW,70.00,15
BN-1GALVIG-CIN-LSP,"10,000",GROW,63.00,21
BN-1GALVIG-CIN-LSP,"10,000",GROW,56.00,23
BN-1GALVIG-CIN-LSP,"10,000",GROW,63.00,37
BN-1GALVIG-CIN-LSP,"10,000",GROW,70.00,41
BN-1GALVIG-CIN-LSP,"10,000",GROW,77.00,44
BN-1GALVIG-CIN-MSP,"10,000",GROW,70.00,1
BN-1GALVIG-CIN-MSP,"10,000",GROW,63.00,15
BN-1GALVIG-CIN-MSP,"10,000",GROW,56.00,21
BN-1GALVIG-CIN-MSP,"10,000",GROW,63.00,41
BN-1GALVIG-CIN-MSP,"10,000",GROW,70.00,44
BN-1GALVIG-CIN-SSP,"10,000",GROW,63.00,1
BN-1GALVIG-CIN-SSP,"10,000",GROW,56.00,15
BN-1GALVIG-CIN-SSP,"10,000",GROW,63.00,44
BN-1GALVIG-DAH-DSLSP,"10,000",GROW,77.00,1
BN-1GALVIG-DAH-DSMSP,"10,000",GROW,70.00,1
BN-1GALVIG-DAH-DSSSP,"10,000",GROW,63.00,1
BN-1GALVIG-DAH-LPT,"10,000",GROW,28.00,1
BN-1GALVIG-DAH-LPT,"30,000",SPACE,35.00,1
BN-1GALVIG-DAH-LPT,"30,000",SPACE,42.00,15
BN-1GALVIG-DAH-LPT,"30,000",SPACE,49.00,23
BN-1GALVIG-DAH-LPT,"30,000",SPACE,42.00,37
BN-1GALVIG-DAH-LPT,"30,000",SPACE,35.00,42
BN-1GALVIG-DAH-LSP,"10,000",GROW,63.00,1
BN-1GALVIG-DAH-LSP,"10,000",GROW,70.00,15
BN-1GALVIG-DAH-LSP,"10,000",GROW,77.00,23
BN-1GALVIG-DAH-LSP,"10,000",GROW,70.00,37
BN-1GALVIG-DAH-LSP,"10,000",GROW,63.00,42
BN-1GALVIG-DAH-MPT,"10,000",GROW,28.00,1
BN-1GALVIG-DAH-MPT,"30,000",SPACE,28.00,1
BN-1GALVIG-DAH-MPT,"30,000",SPACE,35.00,15
BN-1GALVIG-DAH-MPT,"30,000",SPACE,42.00,23
BN-1GALVIG-DAH-MPT,"30,000",SPACE,35.00,37
BN-1GALVIG-DAH-MPT,"30,000",SPACE,28.00,42
BN-1GALVIG-DAH-MSP,"10,000",GROW,56.00,1
BN-1GALVIG-DAH-MSP,"10,000",GROW,63.00,15
BN-1GALVIG-DAH-MSP,"10,000",GROW,70.00,23
BN-1GALVIG-DAH-MSP,"10,000",GROW,63.00,37
BN-1GALVIG-DAH-MSP,"10,000",GROW,56.00,42
BN-1GALVIG-DAH-SPT,"10,000",GROW,21.00,1
BN-1GALVIG-DAH-SPT,"10,000",GROW,28.00,15
BN-1GALVIG-DAH-SPT,"10,000",GROW,21.00,42
BN-1GALVIG-DAH-SPT,"30,000",SPACE,28.00,1
BN-1GALVIG-DAH-SPT,"30,000",SPACE,35.00,23
BN-1GALVIG-DAH-SPT,"30,000",SPACE,28.00,37
BN-1GALVIG-DAH-SSP,"10,000",GROW,49.00,1
BN-1GALVIG-DAH-SSP,"10,000",GROW,56.00,15
BN-1GALVIG-DAH-SSP,"10,000",GROW,63.00,23
BN-1GALVIG-DAH-SSP,"10,000",GROW,56.00,37
BN-1GALVIG-DAH-SSP,"10,000",GROW,49.00,42
BN-1GALVIG-GEB-LPT,"10,000",GROW,28.00,1
BN-1GALVIG-GEB-LPT,"10,000",GROW,21.00,35
BN-1GALVIG-GEB-LPT,"10,000",GROW,28.00,45
BN-1GALVIG-GEB-LPT,"30,000",SPACE,42.00,1
BN-1GALVIG-GEB-LPT,"30,000",SPACE,35.00,15
BN-1GALVIG-GEB-LPT,"30,000",SPACE,42.00,35
BN-1GALVIG-GEB-LPT,"30,000",SPACE,49.00,40
BN-1GALVIG-GEB-LPT,"30,000",SPACE,42.00,45
BN-1GALVIG-GER-DSLSP,"10,000",GROW,91.00,1
BN-1GALVIG-GER-DSLSP,"10,000",GROW,84.00,19
BN-1GALVIG-GER-DSLSP,"10,000",GROW,91.00,37
BN-1GALVIG-GER-DSMSP,"10,000",GROW,84.00,1
BN-1GALVIG-GER-DSMSP,"10,000",GROW,77.00,19
BN-1GALVIG-GER-DSMSP,"10,000",GROW,84.00,37
BN-1GALVIG-GER-DSSSP,"10,000",GROW,77.00,1
BN-1GALVIG-GER-DSSSP,"10,000",GROW,70.00,19
BN-1GALVIG-GER-DSSSP,"10,000",GROW,77.00,37
BN-1GALVIG-GER-LPT,"10,000",GROW,28.00,1
BN-1GALVIG-GER-LPT,"10,000",GROW,21.00,35
BN-1GALVIG-GER-LPT,"10,000",GROW,28.00,45
BN-1GALVIG-GER-LPT,"30,000",SPACE,49.00,1
BN-1GALVIG-GER-LPT,"30,000",SPACE,42.00,15
BN-1GALVIG-GER-LPT,"30,000",SPACE,35.00,21
BN-1GALVIG-GER-LPT,"30,000",SPACE,28.00,23
BN-1GALVIG-GER-LPT,"30,000",SPACE,42.00,35
BN-1GALVIG-GER-LPT,"30,000",SPACE,49.00,40
BN-1GALVIG-GER-LSP,"10,000",GROW,77.00,1
BN-1GALVIG-GER-LSP,"10,000",GROW,70.00,15
BN-1GALVIG-GER-LSP,"10,000",GROW,63.00,21
BN-1GALVIG-GER-LSP,"10,000",GROW,56.00,23
BN-1GALVIG-GER-LSP,"10,000",GROW,63.00,35
BN-1GALVIG-GER-LSP,"10,000",GROW,70.00,40
BN-1GALVIG-GER-LSP,"10,000",GROW,77.00,45
BN-1GALVIG-GER-MPT,"10,000",GROW,28.00,1
BN-1GALVIG-GER-MPT,"10,000",GROW,21.00,40
BN-1GALVIG-GER-MPT,"30,000",SPACE,42.00,1
BN-1GALVIG-GER-MPT,"30,000",SPACE,28.00,21
BN-1GALVIG-GER-MPT,"30,000",SPACE,42.00,40
BN-1GALVIG-GER-MPT,"30,000",SPACE,49.00,45
BN-1GALVIG-GER-MSP,"10,000",GROW,70.00,1
BN-1GALVIG-GER-MSP,"10,000",GROW,63.00,15
BN-1GALVIG-GER-MSP,"10,000",GROW,56.00,21
BN-1GALVIG-GER-MSP,"10,000",GROW,63.00,40
BN-1GALVIG-GER-MSP,"10,000",GROW,70.00,45
BN-1GALVIG-GER-SPT,"10,000",GROW,28.00,1
BN-1GALVIG-GER-SPT,"30,000",SPACE,35.00,1
BN-1GALVIG-GER-SPT,"30,000",SPACE,28.00,15
BN-1GALVIG-GER-SPT,"30,000",SPACE,35.00,41
BN-1GALVIG-GER-SSP,"10,000",GROW,63.00,1
BN-1GALVIG-GER-SSP,"10,000",GROW,56.00,15
BN-1GALVIG-GER-SSP,"10,000",GROW,63.00,45
BN-1GALVIG-MAR-LPT,"10,000",GROW,21.00,1
BN-1GALVIG-MAR-LPT,"10,000",GROW,14.00,23
