Production Item No_,Production Variant Code,Location Code,Production Scheme Code,Activity Scheme Code,Add_ Activity Scheme Code
4000254,000254BO02,OH08,OH08-2GALPER-DPH,OH08-2GALPER-BLUE,OH08-4000254-BO02
4000254,000254BO03,OH08,OH08-2GALPER-DPH,OH08-2GALPER-BLUE,OH08-4000254-BO03
4000254,000254BO04,OH08,OH08-2GALPER-DPH,OH08-2GALPER-BLUE,OH08-4000254-BO04
4000254,000254BO05,OH08,OH08-2GALPER-DPH,OH08-2GALPER-BLUE,OH08-4000254-BO05
4000246,000246BO01,OH08,OH08-2GALPER-PSK,OH08-2GALPER-BLUE,OH08-4000246-BO01
4000246,000246BO02,OH08,OH08-2GALPER-PSK,OH08-2GALPER-BLUE,OH08-4000246-BO02
4000246,000246BO03,OH08,OH08-2GALPER-PSK,OH08-2GALPER-BLUE,OH08-4000246-BO03
4000252,000252BO01,OH08,OH08-2GALPER-RUD,OH08-2GALPER,OH08-4000252-BO01
4000126,000126BO01,OH08,OH08-1GALPER-AQU,OH08-1GALPER,OH08-4000126-BO01
4000126,000126BO02,OH08,OH08-1GALPER-AQU,OH08-1GALPER,OH08-4000126-BO02
4000126,000126BO03,OH08,OH08-1GALPER-AQU,OH08-1GALPER,OH08-4000126-BO03
4000126,000126BO04,OH08,OH08-1GALPER-AQU,OH08-1GALPER,OH08-4000126-BO04
4000141,000141BO02,OH08,OH08-1GALPER-COR,OH08-1GALPER,OH08-4000141-BO02
4000141,000141BO03,OH08,OH08-1GALPER-COR,OH08-1GALPER,OH08-4000141-BO03
4000144,000144BO02,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO02
4000144,000144BO03,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO03
4000144,000144BO04,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO04
4000144,000144BO05,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO05
4000144,000144BO06,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO06
4000144,000144BO07,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO07
4000144,000144BO08,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO08
4000144,000144BO09,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO09
4000144,00144BO010,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO010
4000144,00144BO011,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO011
4000144,00144BO012,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO012
4000144,00144BO013,OH08,OH08-1GALPER-DIA,OH08-1GALPER,OH08-4000144-BO013
4000145,000145BO01,OH08,OH08-1GALPER-ECH,OH08-1GALPER,OH08-4000146-BO01
4000145,000145BO02,OH08,OH08-1GALPER-ECH,OH08-1GALPER,OH08-4000146-BO02
4001003,001003BO01,OH08,OH08-1GALPER-FRE,OH08-1GALPER,OH08-4001003-BO01
4001003,001003BO02,OH08,OH08-1GALPER-FRE,OH08-1GALPER,OH08-4001003-BO02
4001003,001003BO03,OH08,OH08-1GALPER-FRE,OH08-1GALPER,OH08-4001003-BO03
4001003,001003BO04,OH08,OH08-1GALPER-FRE,OH08-1GALPER,OH08-4001003-BO04
4000148,000148BO01,OH08,OH08-1GALPER-GAI,OH08-1GALPER,OH08-4000148-BO01
4000148,000148BO02,OH08,OH08-1GALPER-GAI,OH08-1GALPER,OH08-4000148-BO02
4000148,000148BO03,OH08,OH08-1GALPER-GAI,OH08-1GALPER,OH08-4000148-BO03
4000148,000148BO04,OH08,OH08-1GALPER-GAI,OH08-1GALPER,OH08-4000148-BO04
4000278,000278BO01,OH08,OH08-1GALPER-GAU,OH08-1GALPER,OH08-4000278-BO01
4000278,000278BO02,OH08,OH08-1GALPER-GAU,OH08-1GALPER,OH08-4000278-BO02
4001004,001004BO01,OH08,OH08-1GALPER-HIB,OH08-1GALPER,OH08-4001004-BO01
4001004,001004BO02,OH08,OH08-1GALPER-HIB,OH08-1GALPER,OH08-4001004-BO02
4001004,001004BO03,OH08,OH08-1GALPER-HIB,OH08-1GALPER,OH08-4001004-BO03
4000149,000149BO01,OH08,OH08-1GALPER-HEU,OH08-1GALPER,OH08-4000149-BO01
4000150,000150BO01,OH08,OH08-1GALPER-LEU,OH08-1GALPER,OH08-4000150-BO01
4000150,000150BO02,OH08,OH08-1GALPER-LEU,OH08-1GALPER,OH08-4000150-BO02
4000150,000150BO03,OH08,OH08-1GALPER-LEU,OH08-1GALPER,OH08-4000150-BO03
4000150,000150BO04,OH08,OH08-1GALPER-LEU,OH08-1GALPER,OH08-4000150-BO04
4000084,000084BO01,OH08,OH08-1GALPER-MON,OH08-1GALPER,OH08-4000084-BO01
4000795,000795BO01,OH08,OH08-1GALPER-ARM,OH08-1GALPER,OH08-4000795-BO01
4000459,000459BO01,OH08,OH08-1GALPER-ARM,OH08-1GALPER,OH08-4000459-BO01
4000457,000457BO01,OH08,OH08-1GALPER-SIL,OH08-1GALPER,OH08-4000457-BO01
4000918,000918BO01,OH08,OH08-1GALPER-STA,OH08-1GALPER,OH08-4000918-BO01
4000918,000918BO02,OH08,OH08-1GALPER-STA,OH08-1GALPER,OH08-4000918-BO02
4000152,000152BO01,OH08,OH08-1GALPER-GDN-PHX,OH08-1GALPER,OH08-4000152-BO01
4000152,000152BO02,OH08,OH08-1GALPER-GDN-PHX,OH08-1GALPER,OH08-4000152-BO02
4000152,000152BO03,OH08,OH08-1GALPER-GDN-PHX,OH08-1GALPER,OH08-4000152-BO03
4000152,000152BO04,OH08,OH08-1GALPER-GDN-PHX,OH08-1GALPER,OH08-4000152-BO04
4000152,000152BO05,OH08,OH08-1GALPER-GDN-PHX,OH08-1GALPER,OH08-4000152-BO05
4000295,000295BO01,OH08,OH08-1GALPER-PLATY,OH08-1GALPER,OH08-4000295-BO01
4001005,001005BO01,OH08,OH08-1GALPER-PRI,OH08-1GALPER,OH08-4001005-BO01
4001005,001005BO02,OH08,OH08-1GALPER-PRI,OH08-1GALPER,OH08-4001005-BO02
4000153,000153BO04,OH08,OH08-1GALPER-RUD,OH08-1GALPER,OH08-4000153-BO04
4000153,000153BO06,OH08,OH08-1GALPER-RUD,OH08-1GALPER,OH08-4000153-BO06
4000153,000153BO07,OH08,OH08-1GALPER-RUD,OH08-1GALPER,OH08-4000153-BO07
4000153,000153BO08,OH08,OH08-1GALPER-RUD,OH08-1GALPER,OH08-4000153-BO08
4000153,000153BO09,OH08,OH08-1GALPER-RUD,OH08-1GALPER,OH08-4000153-BO09
4000154,000154BO01,OH08,OH08-1GALPER-SAL,OH08-1GALPER,OH08-4000154-BO01
4000154,000154BO02,OH08,OH08-1GALPER-SAL,OH08-1GALPER,OH08-4000154-BO02
4000154,000154BO03,OH08,OH08-1GALPER-SAL,OH08-1GALPER,OH08-4000154-BO03
4000154,000154BO04,OH08,OH08-1GALPER-SAL,OH08-1GALPER,OH08-4000154-BO04
4000154,000154BO05,OH08,OH08-1GALPER-SAL,OH08-1GALPER,OH08-4000154-BO05
4000155,000155BO01,OH08,OH08-1GALPER-SED,OH08-1GALPER,OH08-4000155-BO01
4000134,000134BO01,OH08,OH08-1GALPER-SCA,OH08-1GALPER,OH08-4000134-BO01
4000134,000134BO02,OH08,OH08-1GALPER-SCA,OH08-1GALPER,OH08-4000134-BO02
4000134,000134BO03,OH08,OH08-1GALPER-SCA,OH08-1GALPER,OH08-4000134-BO03
4000156,000156BO01,OH08,OH08-1GALPER-VRC,OH08-1GALPER,OH08-4000156-BO01
4000156,000156BO02,OH08,OH08-1GALPER-VRC,OH08-1GALPER,OH08-4000156-BO02
4000136,000136BO01,OH08,OH08-1GALPER-VIO,OH08-1GALPER,OH08-4000136-BO01
4000136,000136BO02,OH08,OH08-1GALPER-VIO,OH08-1GALPER,OH08-4000136-BO02
4000136,000136BO03,OH08,OH08-1GALPER-VIO,OH08-1GALPER,OH08-4000136-BO03
4000136,000136BO04,OH08,OH08-1GALPER-VIO,OH08-1GALPER,OH08-4000136-BO04
4000136,000136BO05,OH08,OH08-1GALPER-VIO,OH08-1GALPER,OH08-4000136-BO05
4000276,000276BO01,OH08,OH08-11INPER-LIL,OH08-11INPER,OH08-4000276-BO01
4000276,000276BO02,OH08,OH08-11INPER-LIL,OH08-11INPER,OH08-4000276-BO02
4000335,000335BO01,OH08,OH08-1GALVIG-ANE,OH08-1GALVIG,OH08-4000335-BO01
4000880,000880BN02,NC03,NC03-08INBRI-TR,NC03-08INPER-TR,NC03-4000880-BN02
4005770,,NC03,NC03-1GALPER-SP,NC03-1GALPER-ROSE-PT,NC03-4005770-BN01
4000099,000099BO03,OH08,OH08-306PPER-LIL,OH08-306PPER,OH08-4000099-BO02
4000099,000099BO04,OH08,OH08-306PPER-LIL,OH08-306PPER,OH08-4000099-BO03
4000099,000099BO05,OH08,OH08-306PPER-LIL,OH08-306PPER,OH08-4000099-BO04
4000099,000099BO02,OH08,OH08-306PPER-LIL,OH08-306PPER,OH08-4000099-BO05
4011084,,KY01,BN-12CMPWT-ASP-LPT,BN-12CMPWT,BN-4011084-01
4011092,,KY01,BN-17CMPWT-ASP-LPT,BN-17CMPWT,BN-4011092-01
4011090,,KY01,BN-12CMPWT-PHB-LPT,BN-12CMPWT,BN-4011090-01
4011091,,KY01,BN-12CMPWT-PTE-LPT,BN-12CMPWT,BN-4011091-01
4011083,,KY01,BN-12CMPWT-ALO-LPT,BN-12CMPWT,BN-4011083-01
4011076,,KY01,BN-12CMPWT-ALO-LPT,BN-12CMPWT,BN-4011076-01
4011089,,KY01,BN-12CMPWT-PHI-LPT,BN-12CMPWT,BN-4011089-01
4011096,,KY01,BN-17CMPWT-PHI-LPT,BN-17CMPWT,BN-4011096-01
4011097,,KY01,BN-17CMPWT-PHI-LPT,BN-17CMPWT,BN-4011097-01
4011087,,KY01,BN-12CMPWT-CAL-LPT,BN-12CMPWT,BN-4011087-01
4011095,4011095BN,KY01,BN-17CMPWT-CAL-LPT,BN-17CMPWT,BN-4011095-01
4011088,,KY01,BN-12CMPWT-CTE-LPT,BN-12CMPWT,BN-4011088-01
4011086,,KY01,BN-12CMPWT-ASP-LPT,BN-12CMPWT,BN-4011086-01
4011094,,KY01,BN-17CMPWT-ASP-LPT,BN-17CMPWT,BN-4011094-01
4011085,,KY01,BN-12CMPWT-ASP-LPT,BN-12CMPWT,BN-4011085-01
4011093,,KY01,BN-17CMPWT-ASP-LPT,BN-17CMPWT,BN-4011093-01
4000146,000146BO02,OH08,OH08-1GALPER-ECH,OH08-1GALPER,OH08-4000146-BO02
4000146,000146BO01,OH08,OH08-1GALPER-ECH,OH08-1GALPER,OH08-4000146-BO01
4000395,000395BK01,VA06,BN-04INFOL-POT,BN-04INPER-SPH,BN-4000395-01-001D
5000228,,VA05,VA05-PT288-TOM,VA05-PT288-SD-1/C,
5000229,,VA05,VA05-PT288-PEP,VA05-PT288-SD-1/C,
5004472,,VA05,VA05-PT105-STB,VA05-PT105-SD-1/C,
5000184,,VA07,VA07-PT288-PET,VA07-PT288-1/C,
4011022,011022BV01,NC04,NC04-1GALPRW,NC04-1GALPRW-SPP,NC04-4011022-BV01
5000817,,VA05,VA05-PT105-PEP,VA05-PT105-SD-1/C,
5000197,,OH08,OH08-PT50EL-GER,OH08-PT50EL-UN-1/C,
4006530,006530BN01,NC03,NC03-2GALPER-ROS-T,NC03-2GALPER-ROS-TR,NC03-4006530-BN01
4006530,006530BN02,NC03,NC03-2GALPER-ROS,NC03-2GALPER-ROS,NC03-4006530-BN02
4006516,006516BN01,NC03,NC03-2GALPER-ROS-T,NC03-2GALPER-ROS-TR,NC03-4006516-BN01
4006516,006516BN02,NC03,NC03-2GALPER-ROS,NC03-2GALPER-ROS,NC03-4006516-BN02
5004491,,VA05,VA05-PT105-BRU,VA05-PT105-SD-1/C,
4011077,4011077B01,KY01,BN-10HBFOL-BOS,BN-10HBCLA-HNH,BN-4011077-01-072T
4000385,000385BO09,OH08,OH08-1GALNNV-DIA,OH08-1GALNNV,OH08-4000385-BO09
4000311,000311BO03,OH08,OH08-11INPER-OLY,OH08-11INPER,OH08-4000311-BO03
4000311,000311BO04,OH08,OH08-11INPER-OLY,OH08-11INPER,OH08-4000311-BO04
4001000,4001000N01,,NG-PS-01,NG-75INCLA-SPH,NG-4001000-01-288T
4010285,4010285N01,,NG-PS-01,NG-04INANN-SPH,NG-4010285-01-288T
4010287,4010287N01,,NG-PS-01,NG-04INANN-SPH,NG-4010287-01-288T
4010286,4010286N01,,NG-PS-01,NG-04INANN-SPH,NG-4010286-01-288T
4010284,4010284N01,,NG-PS-01,NG-04INANN-SPH,NG-4010284-01-288T
4010282,4010282N01,,NG-PS-01,NG-04INANN-SPH,NG-4010282-01-288T
4010286,4010286N02,,NG-PS-01,NG-04INANN-SPH,NG-4010286-02-288T
4010282,4010282N02,,NG-PS-01,NG-04INANN-SPH,NG-4010282-02-288T
4001045,4001045N01,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-01-104T
4001045,4001045N02,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-02-104T
4001045,4001045N03,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-03-104T
4001045,4001045N04,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-04-104T
4000189,4000189N07,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-07-105E
4000189,4000189N08,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-08-072T
4000189,4000189N01,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-01-288T
4000189,4000189N02,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-02-105E
4000189,4000189N03,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-03-001D
4000189,4000189N04,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-04-105T
4000189,4000189N05,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-05-001D
4000365,4000365N01,,NG-PS-01,NG-45INVIG-SPH,NG-4000365-01-105E
4000189,4000189N06,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-06-288T
4000189,4000189N09,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-09-288T
4000189,4000189N10,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-10-144T
4001028,4001028N01,,NG-PS-01,NG-06INANN-SPH,NG-4001028-01-288T
4001029,4001029N01,,NG-PS-01,NG-06INANN-SPH,NG-4001029-01-288T
4001027,4001027N01,,NG-PS-01,NG-06INANN-SPH,NG-4001027-01-288T
4001033,4001033N01,,NG-PS-01,NG-06INANN-SPH,NG-4001033-01-288T
4001030,4001030N01,,NG-PS-01,NG-06INANN-SPH,NG-4001030-01-288T
4001031,4001031N01,,NG-PS-01,NG-06INANN-SPH,NG-4001031-01-288T
4001032,4001032N01,,NG-PS-01,NG-06INANN-SPH,NG-4001032-01-288T
4001033,4001033N02,,NG-PS-01,NG-06INANN-SPH,NG-4001033-02-288T
4001032,4001032N02,,NG-PS-01,NG-06INANN-SPH,NG-4001032-02-288T
4001000,4001000N01,,NG-PS-01,NG-75INCLA-SPP,NG-4001000-01-288T
4010285,4010285N01,,NG-PS-01,NG-04INANN-SPP,NG-4010285-01-288T
4010287,4010287N01,,NG-PS-01,NG-04INANN-SPP,NG-4010287-01-288T
4010286,4010286N01,,NG-PS-01,NG-04INANN-SPP,NG-4010286-01-288T
4010284,4010284N01,,NG-PS-01,NG-04INANN-SPP,NG-4010284-01-288T
4010282,4010282N01,,NG-PS-01,NG-04INANN-SPP,NG-4010282-01-288T
4010286,4010286N02,,NG-PS-01,NG-04INANN-SPP,NG-4010286-02-288T
4010282,4010282N02,,NG-PS-01,NG-04INANN-SPP,NG-4010282-02-288T
4001045,4001045N01,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-01-104T
4001045,4001045N02,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-02-104T
4001045,4001045N03,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-03-104T
4001045,4001045N04,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-04-104T
4000189,4000189N07,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-07-105E
4000189,4000189N08,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-08-072T
4000189,4000189N01,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-01-288T
4000189,4000189N02,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-02-105E
4000189,4000189N03,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-03-001D
4000189,4000189N04,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-04-105T
4000189,4000189N05,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-05-001D
4000365,4000365N01,,NG-PS-01,NG-45INVIG-SPP,NG-4000365-01-105E
4000189,4000189N06,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-06-288T
4000189,4000189N09,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-09-288T
4000189,4000189N10,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-10-144T
4001028,4001028N01,,NG-PS-01,NG-06INANN-SPP,NG-4001028-01-288T
4001029,4001029N01,,NG-PS-01,NG-06INANN-SPP,NG-4001029-01-288T
4001027,4001027N01,,NG-PS-01,NG-06INANN-SPP,NG-4001027-01-288T
4001033,4001033N01,,NG-PS-01,NG-06INANN-SPP,NG-4001033-01-288T
4001030,4001030N01,,NG-PS-01,NG-06INANN-SPP,NG-4001030-01-288T
4001031,4001031N01,,NG-PS-01,NG-06INANN-SPP,NG-4001031-01-288T
4001032,4001032N01,,NG-PS-01,NG-06INANN-SPP,NG-4001032-01-288T
4001033,4001033N02,,NG-PS-01,NG-06INANN-SPP,NG-4001033-02-288T
4001032,4001032N02,,NG-PS-01,NG-06INANN-SPP,NG-4001032-02-288T
4001000,4001000N01,,NG-PS-01,NG-75INCLA-SPP,NG-4001000-01-288T
4010285,4010285N01,,NG-PS-01,NG-04INANN-SPP,NG-4010285-01-288T
4010287,4010287N01,,NG-PS-01,NG-04INANN-SPP,NG-4010287-01-288T
4010286,4010286N01,,NG-PS-01,NG-04INANN-SPP,NG-4010286-01-288T
4010284,4010284N01,,NG-PS-01,NG-04INANN-SPP,NG-4010284-01-288T
4010282,4010282N01,,NG-PS-01,NG-04INANN-SPP,NG-4010282-01-288T
4010286,4010286N02,,NG-PS-01,NG-04INANN-SPP,NG-4010286-02-288T
4010282,4010282N02,,NG-PS-01,NG-04INANN-SPP,NG-4010282-02-288T
4001045,4001045N01,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-01-104T
4001045,4001045N02,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-02-104T
4001045,4001045N03,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-03-104T
4001045,4001045N04,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-04-104T
4000189,4000189N07,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-07-105E
4000189,4000189N08,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-08-072T
4000189,4000189N01,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-01-288T
4000189,4000189N02,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-02-105E
4000189,4000189N03,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-03-001D
4000189,4000189N04,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-04-105T
4000189,4000189N05,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-05-001D
4000365,4000365N01,,NG-PS-01,NG-45INVIG-SPP,NG-4000365-01-105E
4000189,4000189N06,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-06-288T
4000189,4000189N09,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-09-288T
4000189,4000189N10,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-10-144T
4001028,4001028N01,,NG-PS-01,NG-06INANN-SPP,NG-4001028-01-288T
4001029,4001029N01,,NG-PS-01,NG-06INANN-SPP,NG-4001029-01-288T
4001027,4001027N01,,NG-PS-01,NG-06INANN-SPP,NG-4001027-01-288T
4001033,4001033N01,,NG-PS-01,NG-06INANN-SPP,NG-4001033-01-288T
4001030,4001030N01,,NG-PS-01,NG-06INANN-SPP,NG-4001030-01-288T
4001031,4001031N01,,NG-PS-01,NG-06INANN-SPP,NG-4001031-01-288T
4001032,4001032N01,,NG-PS-01,NG-06INANN-SPP,NG-4001032-01-288T
4001033,4001033N02,,NG-PS-01,NG-06INANN-SPP,NG-4001033-02-288T
4001032,4001032N02,,NG-PS-01,NG-06INANN-SPP,NG-4001032-02-288T
4001000,4001000N01,,NG-PS-01,NG-75INCLA-SPP,NG-4001000-01-288T
4010285,4010285N01,,NG-PS-01,NG-04INANN-SPP,NG-4010285-01-288T
4010287,4010287N01,,NG-PS-01,NG-04INANN-SPP,NG-4010287-01-288T
4010286,4010286N01,,NG-PS-01,NG-04INANN-SPP,NG-4010286-01-288T
4010284,4010284N01,,NG-PS-01,NG-04INANN-SPP,NG-4010284-01-288T
4010282,4010282N01,,NG-PS-01,NG-04INANN-SPP,NG-4010282-01-288T
4010286,4010286N02,,NG-PS-01,NG-04INANN-SPP,NG-4010286-02-288T
4010282,4010282N02,,NG-PS-01,NG-04INANN-SPP,NG-4010282-02-288T
4001045,4001045N01,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-01-104T
4001045,4001045N02,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-02-104T
4001045,4001045N03,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-03-104T
4001045,4001045N04,,NG-PS-01,NG-45INPRW-SPP,NG-4001045-04-104T
4000189,4000189N07,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-07-105E
4000189,4000189N08,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-08-072T
4000189,4000189N01,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-01-288T
4000189,4000189N02,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-02-105E
4000189,4000189N03,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-03-001D
4000189,4000189N04,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-04-105T
4000189,4000189N05,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-05-001D
4000365,4000365N01,,NG-PS-01,NG-45INVIG-SPP,NG-4000365-01-105E
4000189,4000189N06,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-06-288T
4000189,4000189N09,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-09-288T
4000189,4000189N10,,NG-PS-01,NG-45INVIG-SPP,NG-4000189-10-144T
4001028,4001028N01,,NG-PS-01,NG-06INANN-SPP,NG-4001028-01-288T
4001029,4001029N01,,NG-PS-01,NG-06INANN-SPP,NG-4001029-01-288T
4001027,4001027N01,,NG-PS-01,NG-06INANN-SPP,NG-4001027-01-288T
4001033,4001033N01,,NG-PS-01,NG-06INANN-SPP,NG-4001033-01-288T
4001030,4001030N01,,NG-PS-01,NG-06INANN-SPP,NG-4001030-01-288T
4001031,4001031N01,,NG-PS-01,NG-06INANN-SPP,NG-4001031-01-288T
4001032,4001032N01,,NG-PS-01,NG-06INANN-SPP,NG-4001032-01-288T
4001033,4001033N02,,NG-PS-01,NG-06INANN-SPP,NG-4001033-02-288T
4001032,4001032N02,,NG-PS-01,NG-06INANN-SPP,NG-4001032-02-288T
4001000,4001000N01,,NG-PS-01,NG-75INCLA-SPH,NG-4001000-01-288T
4010285,4010285N01,,NG-PS-01,NG-04INANN-SPH,NG-4010285-01-288T
4010287,4010287N01,,NG-PS-01,NG-04INANN-SPH,NG-4010287-01-288T
4010286,4010286N01,,NG-PS-01,NG-04INANN-SPH,NG-4010286-01-288T
4010284,4010284N01,,NG-PS-01,NG-04INANN-SPH,NG-4010284-01-288T
4010282,4010282N01,,NG-PS-01,NG-04INANN-SPH,NG-4010282-01-288T
4010286,4010286N02,,NG-PS-01,NG-04INANN-SPH,NG-4010286-02-288T
4010282,4010282N02,,NG-PS-01,NG-04INANN-SPH,NG-4010282-02-288T
4001045,4001045N01,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-01-104T
4001045,4001045N02,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-02-104T
4001045,4001045N03,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-03-104T
4001045,4001045N04,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-04-104T
4000189,4000189N07,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-07-105E
4000189,4000189N08,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-08-072T
4000189,4000189N01,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-01-288T
4000189,4000189N02,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-02-105E
4000189,4000189N03,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-03-001D
4000189,4000189N04,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-04-105T
4000189,4000189N05,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-05-001D
4000365,4000365N01,,NG-PS-01,NG-45INVIG-SPH,NG-4000365-01-105E
4000189,4000189N06,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-06-288T
4000189,4000189N09,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-09-288T
4000189,4000189N10,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-10-144T
4001028,4001028N01,,NG-PS-01,NG-06INANN-SPH,NG-4001028-01-288T
4001029,4001029N01,,NG-PS-01,NG-06INANN-SPH,NG-4001029-01-288T
4001027,4001027N01,,NG-PS-01,NG-06INANN-SPH,NG-4001027-01-288T
4001033,4001033N01,,NG-PS-01,NG-06INANN-SPH,NG-4001033-01-288T
4001030,4001030N01,,NG-PS-01,NG-06INANN-SPH,NG-4001030-01-288T
4001031,4001031N01,,NG-PS-01,NG-06INANN-SPH,NG-4001031-01-288T
4001032,4001032N01,,NG-PS-01,NG-06INANN-SPH,NG-4001032-01-288T
4001033,4001033N02,,NG-PS-01,NG-06INANN-SPH,NG-4001033-02-288T
4001032,4001032N02,,NG-PS-01,NG-06INANN-SPH,NG-4001032-02-288T
4001000,4001000N01,,NG-PS-01,NG-75INCLA-SPH,NG-4001000-01-288T
4010285,4010285N01,,NG-PS-01,NG-04INANN-SPH,NG-4010285-01-288T
4010287,4010287N01,,NG-PS-01,NG-04INANN-SPH,NG-4010287-01-288T
4010286,4010286N01,,NG-PS-01,NG-04INANN-SPH,NG-4010286-01-288T
4010284,4010284N01,,NG-PS-01,NG-04INANN-SPH,NG-4010284-01-288T
4010282,4010282N01,,NG-PS-01,NG-04INANN-SPH,NG-4010282-01-288T
4010286,4010286N02,,NG-PS-01,NG-04INANN-SPH,NG-4010286-02-288T
4010282,4010282N02,,NG-PS-01,NG-04INANN-SPH,NG-4010282-02-288T
4001045,4001045N01,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-01-104T
4001045,4001045N02,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-02-104T
4001045,4001045N03,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-03-104T
4001045,4001045N04,,NG-PS-01,NG-45INPRW-SPH,NG-4001045-04-104T
4000189,4000189N07,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-07-105E
4000189,4000189N08,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-08-072T
4000189,4000189N01,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-01-288T
4000189,4000189N02,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-02-105E
4000189,4000189N03,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-03-001D
4000189,4000189N04,,NG-PS-01,NG-45INVIG-SPH,NG-4000189-04-105T
